,Query,Answer,Label
1065,"Понимай же это так, почтеннейший: во-первых, относительно зрения, — то, что̀ называешь ты белым цветом, не есть нечто особое, вне твоих глаз, или в самых глазах, и не назначай для этого какого-нибудь места;  потому что иначе это уже существовало бы в ряду вещей, как что-то постоянное, и потому не находилось бы в состоянии рождения.","Как же это? Ведь нельзя допустить числа, меньшего в сравнении с тем, которое сейчас вышло на вид.",0
1066,"Будем следовать недавно сказанному, полагая, что само по себе ничто не существует. Таким образом черный, белый и всякий иной цвет окажется произведением зрения, приражающегося к присущему движению, и каждое такое приражение мы называем цветом; хотя не будеттут ни приражающегося, ни приражаемого, а выйдет нечто среднее, свойственное тому и другому. Или ты станешь утверждать, что каким всякий цвет представляется тебе, таков он и для собаки, и для иного какого хочешь животного?","Но пожалуй, не с обоими зараз.",0
1067,"Что же? думаешь ли, что нечто и другому человеку представляется таким, как тебе? Твердо ли ты стоишь в этом, или гораздо скорее согласишься, что и для тебя самого то же является не тем же, потому что ты никогда не бываешь подобен самому себе?","Я не сказал бы этого, Сократ.",0
1068,"Поэтому если бы то, что̀ мы измеряем, или  чего касаемся, было либо велико, либо бело, либо тепло, то, приразившись к другому, оно не сделалось бы иным, не изменяясь само-то в себе. И опять, если бы был таков каждый измеряемый или осязаемый предмет, то, по привхождении другого предмета или другого впечатления, сам он, не впечатлеваясь, не делался бы иным. Между тем теперь-то, друг мой, мы как бы с удовольствием поставляем себя в необходимость говорить вещи странные и смешные, что сказал бы и Протагор и всякий решающийся подтверждать его положение.","Да, клянусь Зевсом, я советовал тебе дельно.",0
1069,"Что же? Пусть бы Протагор, или кто другой спросил тебя: Теэтет! можно ли увеличить или усложнить что-нибудь иначе каким-нибудь образом, нежели чрез умножение? Что будешь отвечать?","О Радаманте-то, Сократ, рассказывают, как о справедливом муже; но Минос был, говорят, человек какой-то дикий, тяжелый и несправедливый.",0
1070,"Поэтому если бы мы были сильны и мудры, — я и ты, — то, исследовав всё, относящееся к мыслям, стали бы теперь наконец, от избытка сил, пробовать друг друга  и, входя софистически в борьбу, отражать слова одного словами другого: но так как теперь мы еще простоваты, то сперва хотим рассмотреть дело само по себе, что̀ такое то, о чём у нас идет рассуждение, — согласны ли между собою наши мысли, или нисколько.","Признать это было бы не только обоснованно, но и естественно.",0
1071,"Не положим ли и третьего: чего прежде не  было, тому быть после, без бытности и происхождения, невозможно?","Из сказанного, в самом деле, явно.",0
1072,"Так эти, думаю, три принятые нами положения борятся в нашей душе сами с собою, когда мы говорим об игорных костях, или когда утверждаем, что я, достигши такого возраста, и не вырос, и не пришел в состояние противное, хотя, в течение года твоей молодости, сперва был больше, потом стал меньше, — не потому, чтобы от моей величины было что-нибудь отнято, а потому, что ты вырос. Ведь я впоследствии стал то, чем, не  сделавшись, не был; ибо, не сделавшись, бывать не возможно, — хотя, не теряя ничего из величины, никогда не становился меньше. Если только мы примем это, то найдем бесчисленное множество и других таких же вещей. Ты, вероятно, следуешь за мною, Теэтет; потому что кажешься не неопытным в подобных вопросах.","В самом деле, Сократ, свойство мнения чрезвычайно подходит к тому, что̀ ты говоришь.",0
1073,"Так будешь ли ты мне благодарен, если я вместе с тобою внедрюсь в смысл скрытой истины того  человека, или, лучше, тех именитых людей?","А если нет, вся их жизнь пройдет в том, что они вечно будут устанавливать множество разных законов и вносить в них поправки в расчете, что таким образом достигнут совершенства.",0
1074,"Соображай же осмотрительно, как бы не подслушал нас кто из непосвященных. — Ведь есть люди, полагающие, что существует только то, что можно ощутительно взять руками, а дел бытности и всего невидимого в число сущностей не принимают.","Молод ты, Теэтет, чтобы учить старших поступать несправедливо, нарушая условия! Приготовляйся-ка в остальном сам отвечать Сократу.",0
1075,"Так соображай; не достигнем ли как-нибудь цели. Оно хочет выразить то, что хотя всё это, как говорим, движется, но в движении всего есть скорость и медленность. И вот, восколько что медленно, востолько своим движением на ближайшее и действует, да так и рождает, и рождаемое таким образом бывает  медленнейшее; напротив, восколько что быстро, востолько далее простирает свое движение, и так рождает, и рождаемое таким образом бывает быстрейшее, ибо бежит, и в этом беге состоит природа движения. И так, когда око (ὄμμα — смотрец) и что-нибудь другое ему соответствующее сблизились и произвели с одной стороны белизну, с другой — сродное белизне ощущение, чего, до взаимного сближения их, никогда прежде не было: тогда, в промежутке между ними, зрение пошло к глазам, а белизна — к тому, что̀ современно произвело цвет; таким образом  глаз наполнился зрением, стал видеть, и сделался не зрением каким-то, а глазом зрящим; произведшее же вместе с тем цвет наполнилось белизною, и вышла опять не белизна, а белое, — дерево ли то случилось, или камень, или какая бы ни была вещь, окрашенная таким цветом. Так надобно понимать и прочее, — жесткое, теплое и всё другое. А самого по себе, как и преждеговорили, нет ничего: всё происходит из взаимоотношения, и всё разнообразие вещей — от движения; потому что об одном, говорят, нельзя мыслить так, что оно неизменно есть и действующее что-нибудь, и опять страдающее что-нибудь. Ведь ничто не есть действующее, прежде чем сошлось со страдающим, и ничто не есть страдающее, прежде чем встретилось с действующим: сошедшееся с чем-нибудь действующее, встретивши другое, является страдающим; так что по всему этому, как мы вначале говорили, нет ничего одного самого по себе, но всё  всегда находится в отношении к чему-нибудь; — бытие надобно изгнать отовсюду, хотя, по привычке и незнанию, мы многократно и теперь принуждены были употреблять это слово. По учению мудрецов, не должно быть допускаемо ни нечто, ни что-нибудь, ни мое, ни это, ни то, ни иное какое имя, показывающее остановку; напротив, природа велит произносить: бывающее и делающееся, погибающее и изменяющееся; ибо кто словом остановил бы что-нибудь, тот, делая это, был бы легко обличен. Так говорить должно и относительно частей, и относительно многого вместе собранного, как, например, собирательному  дают имя человека, камня, известного животного и вида. Скажи же, Теэтет, нравится ли тебе это, и желал ли бы ты наслаждаться таким учением, как нравящимся?","Но что делать, Сократ, когда сыновья Перикла были глупы?",0
1076,"Говори же опять: нравится ли тебе, чтобы и доброе, и прекрасное, и всё, о чём мы сейчас рассуждали, не существовало, а происходило?","Так, по крайней мере, я. Но каким образом опять утаилось наше заблуждение, — я не очень понимаю.",0
1077,"Так не опустим же того, что остается еще  рассмотреть. А остаются сновидения, болезни, — как прочие, так и сумасшествие, — и всё, что называется недостатком слуха, зрения и иных чувств. Ведь ты, вероятно, знаешь, что всем этим обыкновенно обличаются сейчас рассмотренные нами основания; потому что в таких случаяхчувства у нас бывают всего более ложны, и являющееся тогда каждому из них далеко не то, что̀ действительно есть, а совершенно напротив, — что представляется им, того вовсе нет.","Отнюдь нет. Как сделать то-то, чего не можешь?",0
1078,"Какое же основание остается тому, дитя мое, кто знание поставляет в чувстве и утверждает, что являющееся каждому чувству то̀ и есть, чем является?","Теперь уже стыдно было бы не согласиться, Сократ, когда я сам объявил, что всякий может спрашивать меня, о чём угодно. Если им нравится, разговаривай и  спрашивай, о чём хочешь.",0
1079,"Тебе, думаю, случалось уже много раз слыхать вопрос: каким доказательством можно подтвердить слова того, кто исследовал бы, что̀ теперь, в настоящую минуту, спим ли мы, и обо всём, о чём рассуждаем, рассуждаем ли во сне, или бодрствуем, и то, что между собою говорим,  совершается наяву?",Вполне и бесспорно согласен.,0
1080,Что же? долговременностью или кратковременностью определится истинное?,"Ты говоришь, Сократ, очень справедливо.",0
1081,"Слушай же меня, что стали бы говорить об этом люди, полагающие, что что̀ всегда кому кажется, то̀ для того, кому кажется, истинно. Говорить начинают они, как я думаю, предложением вот какого вопроса: Теэтет! по всему другое неужели будет иметь силу ту же самую с другим? — И не должно думать, что предмет, о котором спрашивается, отчасти тот же, отчасти другой, но всецело другой.","На войне, помогая сражаться, мне кажется.",0
1082,"Давай же говорить обо мне, о тебе и о всяком, — хотя бы, например, о Сократе здоровом и о Сократе больном. Этот подобен ли, скажем, или не подобен тому?","Пускай будет так, Сократ, чтобы кончить беседу.",0
1083,"Так всякая вещь, имеющая способность что-нибудь делать, как скоро захватит Сократа здоровым, подействует на меня, как на другого, а когда больным, как на другого?","Отвечал бы, что — С, О.",0
1084,"Потому что, согласно с прежними соглашениями,  действующее и страдающее производят сладость и чувство, и оба эти произведения приходят в совместное движение: чувство, исходя от страдающего, делает чувствующим язык; а сладость, принадлежа вину и движась вокруг него, делает то, что вино бывает и представляется здоровому языку сладким.","Бывают, Сократ. Это когда надо отдать их на хранение или сбережение.",0
1085,"Итак, если я не ошибаюсь и не сбиваюсь с пути мыслью относительно сущего или бывающего, то как мне не знать того, что̀ я чувствую?","Легко решить и этот предложенный тобою вопрос. Я думаю, что из всех явлений нельзя найти ничего по природе неумереннее удовольствия и радости, равно как ничего — умереннее знания.",0
1086,"А если тебе, Феодор, это любо, то и мне не противно, как говорят люди, выражающиеся пословицами.  Итак надобно снова обратиться к мудрому Теэтету. Скажи же, Теэтет: во-первых, как это мы сейчас рассматривали, не удивляешься ли ты вместе со мною, что вдруг явишься в мудрости нисколько не хуже не только каких бы то ни было людей, но и богов? Или Протагорова мера меньше, думаешь, принадлежит богам, чем людям?",Это я тебе в угоду.,0
1087,"Потому что ты молод, любезное дитя, и оттого живо выслушиваешь ораторство и убеждаешься. Но к этому Протагор, или иной кто за него, скажет: Благородные дети и старцы! вы, сидя вместе, разглагольствуете между собою и выводите на сцену богов, которых, есть ли они, или их нет, я изъемлю из своих речей и сочинений. Слыша, что̀ принимает толпа, вы сами говорите  то же: как страшно, если в мудрости никто из людей ничем не будет отличаться от какого бы то ни было скота! Но доказательства и необходимого основания не высказываете, а руководитесь правдоподобием, — с которым Феодор, или кто другой из геометров, если бы захотел прибегать к нему в геометрии, не имел бы никакого значения. Смотрите же, ты и Феодор, относительно стольважных речей будете ли вы держаться вероятия и правдоподобия.","Конечно нужно, Сократ; потому что справедливость есть добродетель.",0
1088,"Согласимся ли мы, что всё, постигаемое чувством зрения и слуха, есть вместе и знание? Например, прежде чем изучен нами язык варваров, скажем ли, что не слышим, когда они говорят, или будем утверждать, что как скоро слышим, то и понимаем их говор? Тоже опять, не зная букв и смотря на них, будем ли настаивать, что не видим их, или, когда видим, станем говорить, что знаем?"," Да, клянусь Зевсом, — даже невежество.",0
1089,"Следующее. Если бы спросили: возможно ли, что бы кто, узнав некогда что-нибудь, и притом помня это  самое и сохраняя, тогда как помнит, не знал того самого, что помнит? Но я, кажется, многословлю. Вот мой вопрос: правда ли, что узнавший что-нибудь не знает того, когда помнит?","Да, я взял бы ее в ее отношении к питью.",0
1090,"Хотя бы и зажмурился? Или, поступив так, забывает?","Да и на это, опять, не знаю, что отвечать.",0
1091,"Однако должно же, чтобы сберечь прежнее слово;. а иначе убежит.","Да, я знаю, что его никто и никогда не учил.",0
1092,"Следовательно, выходит, что чего кто сделался знатоком, того тот, если не видит, не знает, и тогда, когда помнит. А это, скажем, было бы чудом, если бы случилось.",Необходимо; потому что надобно следовать за ходом рассуждения.,0
1093,"Мы походим на тех спорщиков, которые соглашаются между собою относительно принятого ими значения имен и таким образом в рассуждении любят брать верх. Называя себя не борцами, а философами, мы и не сознаем, что делаем одно и то же с теми сильными  мужами.","То, что говоришь, очень правдоподобно и истинно.",0
1094,"Да, если видение-то сочтешь знанием. В самом деле, что сделаешь ты с этим неизбежным вопросом, держимый им, по пословице, будто в колодезе, когда какой смельчак, зажав рукою один твой глаз, спросит:  видишь ли ты зажатым глазом свое платье?","Да, подтверждаю, Сократ, что и сам я таков, какой тебе нужен. Впрочем, может быть, надобно подумать и о присутствующих. Ведь я уже много и долго рассуждал с ними еще до вашего прихода; долго, по-видимому, будет  тянуться и настоящая наша беседа о том, о чём мы разговариваем: так надобно обратить внимание и на них, как бы кого не задержать, кто хотел бы сделать и что-нибудь другое.",0
1095,"Не этого требую я, скажет он, и не о том спрашиваю — как, а то ли: — правда ли, то есть, что что̀ ты знаешь, того и не знаешь? Теперь тебе представляется, что чего не видишь, то̀ видишь. Но ты уже согласился, что видеть значит знать, а не видеть — не знать. Заключай же из этого, что̀ у тебя выходит.","Сказанное теперь, по-видимому, совершенно таково.",0
1096,"Свободно употреблять имена и глаголы, не  рассматривая их с точностью, часто бывает, конечно, не неблагородно, и в противном этому больше рабства; однакож и последнее иногда необходимо. Вот и теперь приходится укорить данный тобою ответ, как неправильный. Смотри, который ответ правильнее: глаза — то ли, чем видим, или то, чрез что видим? уши — то ли, чем слышим, или то, чрез что слышим?","Вовсе не думаю, Сократ.",0
1097,"Странно в самом деле было бы, дитя, если бы у нас было много каких-нибудь чувств, как у деревянных коней, и если бы все они не сходились в некоторую одну идею, в душу ли то, или как ни пришлось бы назвать ее, — которою мы всё чувствопостигаемое чувствуем посредством их, как бы посредством орудий.",Вовсе не о себе.,0
1098,"Но ради чего довожу я его до точности? Действительно ли чем-нибудь в нас самих одним и тем же постигаем мы: чрез глаза — белое и черное, а чрез другие  чувства — опять что-нибудь, и ты, — на вопрос, — всё это отнесешь к телу? Впрочем, может быть, лучше будет высказать это тебе самому — посредством ответов, чем за тебя вдаваться в соображения мне. Скажи же: то, чрез что чувствуешь теплое, жесткое, легкое, сладкое, — всё это порознь, — к телу ли относишь ты, или к чему иному?","Это, без сомнения, выходит так.",0
1099,"Но чрез что̀ всё это мыслишь ты о них? Ведь общего им нельзя схватить ни слухом, ни зрением. Да и вот еще доказательство того, о чём говорим: если бы можно было рассмотреть два предмета, солоны ли оба они или нет, ты, знаю, скажешь, чем будешь рассматривать, и откроется, что это не есть ни зрение, ни слух, а что-то  иное.","Она нужна в делах, Сократ.",0
1100,"Хорошо; а способность чего̀ открывает тебе в этом и во всём общее, чем ты называешь бытие и небытие, и про что теперь же мы спрашивали относительно тех предметов? Всему этому какие припишешь ты орудия, посредством которых чувствует что бы то ни было наше чувствующее?",В самом деле вероятно.,0
1101,"Ты весьма хорошо идешь за мною, Теэтет: это самое и есть, о чём я спрашиваю.",Может быть; однакож в эту минуту не припомню.,0
1102,В которой же деятельности её поставляешь ты сущность? Ведь этим-то особенно сопровождается всё.,"Но я полагаю, Сократ, что Афиняне и прочие Эллины редко совещаются о том, что справедливо, или  несправедливо, ибо признают это очевидным для всякаго, Оставляя подобные совещания, они исследывают, что полезнее им в делах; потому что справедливое и полезное, по моему мнению, — не одно и то же. Многим и величайшие несправедливости доставляли пользу, а иным и справедливые поступки, думаю, ни к чему не послужили.",0
1103,"Что же? в прекрасном и постыдном, в добром и злом?","Сидя подле тебя, Сократ, трудно не давать отчета. Я сейчас говорил вздор, полагая, что ты позволишь мне не снимать одежды, и не станешь принуждать меня, как лакедемоняне; впрочем в тебе, кажется, больше сходства со Скирроном. Лакедемоняне приказывают или  удалиться, или раздеться; а ты, по-видимому, делаешь дело скорее Антеево: подошедшего к тебе не отпускаешь, пока не принудишь его раздеться и сразиться с тобою на словах.",0
1104,"А чего истины кто не постиг, то̀ самое будет ли когда-нибудь знать?", Знаю — по слуху.,0
1105,"Так ужели то̀ и это назовешь ты тожественным, когда между ними так много различия?","Не знаю, как сказать.",0
1106,"Какое же дашь имя тому, — зрению, то есть, слышанию, обонянию, охладеванию, согреванию?","Мне кажется теперь, что всё и целое ничем не различаются,",0
1107,"Стало быть, чувствование и знание, Теэтет, никогда не могут быть тожественными?",По крайней мере к этому приводит наше рассуждение.,0
1108,"Но не для того ведь однакож начали мыразговаривать, чтобы найти, что̀ не есть знание, — а что̀ оно есть. Теперь мы дошли по крайней мере до того, что будем уже искать его не в чувстве, а в том имени, какое получает душа, когда вдается в рассмотрение сущего сама по себе.","Да, следует направиться и к этим.",0
1109,"Правильно думаешь, друг мой. И смотри-ка теперь  опять сначала: изгладив всё прежнее, более ли ты видишь что-нибудь, когда дошел до этого. Скажи снова, что̀ такое знание?","С такою, чтобы — добровольно.",0
1110,"Но таким-то ведь образом нужно, Теэтет, чтобы ты говорил с бо̀льшим усердием, а не как прежде — отвечал нерешительно; потому что, если поступим так, достигнем одного из двух: или найдем то, к чему  идем, или убедимся, что меньше знаем то, чего никак не знаем; а такой наградой тоже пренебрегать не следует. Итак, что говоришь ты теперь? Из двух идей мнения, одной — истинного, другой — ложного, знанием называешь ты мнение истинное?","Я нахожу, Сократ, что начав говорить, ты сделался гораздо страннее, чем был прежде, когда следовал за мною молча, хотя и в то время казался очень странным. Питаю ли я такие мысли, или нет, — у тебя, как видно, уже решено: и если бы я стал отказываться, это нисколько не помогло бы мне убедить тебя. Пусть так. Однакож, если бы я и совершенно проникнут был подобными мыслями, — каким же образом осуществятся они чрез тебя, а без тебя ничего не выдет? Можешь ли сказать это?",0
1111,Да стоит ли еще снова возвращаться к мнению?,"Конечно; да кажется, и нехорошо.",0
1112,"То, что кто-нибудь имеет ложное мнение. Я и теперь смотрю с недоумением, оставить ли нам этот вопрос, или исследовать его иным способом, чем как исследывали немного прежде.","О, клянусь Зевсом, и в числе.",0
1113,"Не то ли именно свойственно нам по отношениюи ко всему, и к отдельному, что мы или знаем, или не знаем? А что̀ находится в средине между тем и другим, — то есть, учиться и забывать, — на то в настоящее время я не обращаю внимания; так как это теперь к предмету нашего рассуждения не относится.","Нет, клянусь Зевсом, мне не представляется.",0
1114,"Посему человек, имеющий ложное мнение о том, что̀ он знает, не думает ли, что это — не это, а нечто отличное от того, что̀ он знает, — и, зная то и другое, не знает ни того ни другого?","Думаю, Сократ; ведь сказано.",0
1115,"А кто не знает чего-нибудь, тот думает ли, что это есть нечто отличное от того, чего он не знает? и не знающий ни Теэтета, ни Сократа, не заберет ли себе в голову, что Сократ есть Теэтет, или Теэтет — Сократ?","Теперь ты сказал, кажется, весьма правильно; потому что, когда вместо прекрасного мнят постыдное, или вместо постыдного прекрасное, тогда, по справедливости, мнят ложно.",0
1116,"Проще сказать, вот как: кто мнит, о чём бы ни было, то̀, чего нет, тот не может не иметь мнения ложного, сколько бы впрочем ни было у него ума.","С какими учениками, почтеннейший? У таких и не бывает один учеником другого; там люди образуются сами собою, когда каждому из них случается прийти в состояние воодушевления; там всякий думает, что другой ничего не знает. От этих людей, как я уже говорил, ты никогда не добьешься основания, — ни по желанию их, ни против желания, и мы должны брать их слова, как вопрос для последования.",0
1117,"То, чтобы кто-нибудь, видя нечто, не видел ничего?","Однакож то, что мы теперь говорили, подходит к такому какому-то человеку.",0
1118,Но ведь ничего не мнящий-то вовсе и не мнит.,Принимаю от тебя эти два — сущность и бытность.,0
1119,"Мнения, оказывающегося ложным, не назвать ли  иномнением (ἀλλοδοξίαν), — когда кто, сменив в своей мысли что-либо существующее, считает его опять иным существующим? Ведь таким образом он всегда мнит хоть и существующее, однакож одно вместо другого, — и, не попадая на тот предмет, который рассматривал, справедливо может быть назван ложно мнящим.",Которые же разумеешь ты?,0
1120,"Но мышлением то̀ ли называешь ты, что̀ я?","Да ведь стыдно было бы, Сократ, если бы я, уча этому других и получая за то деньги, сам, по случаю твоих вопросов, не соглашался на то же и не отвечал спокойно.",0
1121,"Беседу, которую душа ведет сама с собою, когда что-нибудь рассматривает. Вот ты видишь во мне как бы человека незнающего; в эту минуту я представляю душу свою так: мне воображается, что она, размышляя, не иное что делает, как разговаривает, — сама себя .спрашивает и отвечает, утверждает и отрицает. И тогда, как ею что-нибудь определено, выход из недоумения скорее или медленнее сделан, тожественное высказано и сомнения больше нет, — мы приписываем ей мнение. Поэтому мнить у меня называется говорить, мнением же я почитаю высказанное слово, — высказанное однакож не другому кому и не голосом, а молча, себе самому. А ты что думаешь?",Правильно отразил. Постараемся же сказать о дальнейшем.,0
1122,"Итак, если говорить с самим собою значит мнить, то, говоря и мня оба-то представления и касаясь душою того и другого, никто не мог бы ни говорить, ни мнить, что одно есть другое. Посему и тебе надобно оставить речь о другом. Ведь я полагаю это самое так: никто не мнит, что постыдное прекрасно, или иное что-нибудь такое.","Конечно, не должны, как скоро всё движется.",0
1123,"Мнящий же только одно-то, а никак не другое, никогда не будет мнить, что одно есть другое.",Это было бы невероятно.,0
1124,"Скажу, что мы неправильно согласились, допустив, будто тому, кто знает что-нибудь, невозможно мнить, что чего он не знает, есть то самое, — и обманываться:  напротив, это в некоторых случаях возможно.","И ведь мои ответы, думаю, очень удовлетворительны, Сократ.",0
1125,"Думая, что знаемое иногда он знает, иногда нет. Ведь это-то, соглашаясь в невозможном, мы прежде не хорошо допустили.",Почему же мне не хотеть?,0
1126,"Говоря об этом, надобно сперва различитьследующее: невозможно, чтобы, кто что знает, имея всвоей душе память о том, но не чувствует того, почитал это чем-то отличным от знаемого, тогда как носит в себе тип его, только не чувствует; и опять, чтобы, кто что знает, знаемое принимал за то, чего не знает и печати чего в себе не носит; и опять, кто чего не знает, считал бы за то, чего не знает, а что знает, — за то, что знает. Невозможно также, чтобы кто, что чувствует, чувствовал как что-то отличное от того, что чувствует; и кто, что чувствует, принимал бы за то, чего  не чувствует, а чего не чувствует — за то, что чувствует. Но и того, если можно, несбыточнее, чтобы кто, зная что-либо, чувствуя знаемое и имея чувственный его признак, почитал это опять чем-то отличным от того, что знает, чувствует и чего имеет тоже чувственный признак; и чтобы, кто что знает, что чувствует и чего верное изображение носит в памяти, почитал это тем, что знает, или чтобы, кто что знает и чувствует, имея такое же изображение, знал то, что чувствует; или опять, чтобы, кто чего не знает и не чувствует, знал, что не знает этого и не чувствует; или чтобы, кто чего не знает и не чувствует, знал то, чего не знает; или  чтобы, кто чего не знает и не чувствует, знал то, что этого не чувствует. Всё это невозможностью перевешивает возможность иметь здесь ложное мнение. Итак, остается, что оно бывает, если и в иных, то, конечно, в следующих случаях.","Когда же могло бы быть это, Сократ?",0
1127,"В тех, когда кто, зная что-нибудь, думает, что это есть нечто отличное от того, что он знает и  чувствует; или когда кто не знает чего-либо, но чувствует; или когда кто знает и чувствует что-нибудь из того опять, что знает и чувствует.","Этого-то отнюдь не бывает, Сократ.",0
1128,"Итак, ложно мнить остается в том случае, когда, зная тебя и Феодора и на том воске имея как бы знаки ваших перстней, а между тем смотря на обоих  вас издали и недостаточно, я стараюсь собственным зрением приписать каждому из вас принадлежащий ему знак, привязать и приладить к нему оставшийся во мне самом его след, чтобы вышло узнание; но, не достигая этого, и как бы при обуваньи перемешивая сапоги, воззрение на того или другого отношу к знаку чужому, либо, — что̀ бывает, когда смотришься в зеркало, — правую сторону вижу  на левой, и под влиянием такого впечатления ошибаюсь. Тогда-то случается ложно мнить или иметь иномнение."," Тебе, кажется, нетрудно, Сократ, худо отзываться о людях. Но, если хочешь послушаться меня, — советую быт осторожнее. Может быть, и в другом городе легче бывает делать им зло, чем добро, а здесь — тем более. Ты и сам, думаю, знаешь это.",0
